**************************************************
Checking constraint violation of RightStance:
***************************************
Constraint: timeDuration 	Node: 1 
---------------------------------------
       Lower   Constraint        Upper
5.00000000E-01 9.95220731E-01 1.00000000E+00
***************************************
Constraint: intX 	Node: 2 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -4.11458017E-07 1.00000000E-04
-1.00000000E-04 -1.24880346E-05 1.00000000E-04
-1.00000000E-04 -1.07994755E-05 1.00000000E-04
-1.00000000E-04 1.50637661E-05 1.00000000E-04
-1.00000000E-04 -2.10157972E-06 1.00000000E-04
-1.00000000E-04 -1.18470510E-05 1.00000000E-04
-1.00000000E-04 1.56557712E-05 1.00000000E-04
***************************************
Constraint: intX 	Node: 6 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 2.82873282E-08 1.00000000E-04
-1.00000000E-04 7.50997401E-08 1.00000000E-04
-1.00000000E-04 -3.46123493E-08 1.00000000E-04
-1.00000000E-04 6.01007379E-10 1.00000000E-04
-1.00000000E-04 -1.01142040E-07 1.00000000E-04
-1.00000000E-04 3.45617088E-07 1.00000000E-04
-1.00000000E-04 7.92210579E-14 1.00000000E-04
-1.00000000E-04 -1.11607218E-13 1.00000000E-04
-1.00000000E-04 3.24901279E-14 1.00000000E-04
-1.00000000E-04 1.13483851E-07 1.00000000E-04
-1.00000000E-04 -1.11166938E-08 1.00000000E-04
-1.00000000E-04 -1.09379558E-07 1.00000000E-04
-1.00000000E-04 7.54553390E-08 1.00000000E-04
-1.00000000E-04 -3.79826524E-07 1.00000000E-04
-1.00000000E-04 3.67956185E-08 1.00000000E-04
-1.00000000E-04 -8.04224179E-07 1.00000000E-04
-1.00000000E-04 -2.50993610E-07 1.00000000E-04
-1.00000000E-04 8.84183874E-07 1.00000000E-04
-1.00000000E-04 -6.10538259E-08 1.00000000E-04
-1.00000000E-04 5.44097644E-08 1.00000000E-04
-1.00000000E-04 3.41967147E-07 1.00000000E-04
-1.00000000E-04 6.72114417E-07 1.00000000E-04
-1.00000000E-04 1.64400330E-07 1.00000000E-04
-1.00000000E-04 -8.31558726E-07 1.00000000E-04
-1.00000000E-04 5.04148533E-07 1.00000000E-04
-1.00000000E-04 -3.20265624E-06 1.00000000E-04
-1.00000000E-04 1.08388090E-05 1.00000000E-04
-1.00000000E-04 -2.38035819E-16 1.00000000E-04
-1.00000000E-04 -2.60389333E-15 1.00000000E-04
-1.00000000E-04 2.84168000E-15 1.00000000E-04
-1.00000000E-04 2.12841283E-07 1.00000000E-04
-1.00000000E-04 -9.73155028E-07 1.00000000E-04
-1.00000000E-04 -6.97922959E-07 1.00000000E-04
-1.00000000E-04 2.00770154E-06 1.00000000E-04
-1.00000000E-04 -1.10071072E-05 1.00000000E-04
-1.00000000E-04 2.16799003E-06 1.00000000E-04
-1.00000000E-04 -8.58827085E-06 1.00000000E-04
-1.00000000E-04 -7.90336641E-06 1.00000000E-04
-1.00000000E-04 8.79941491E-06 1.00000000E-04
-1.00000000E-04 -2.35197242E-06 1.00000000E-04
-1.00000000E-04 -1.10323698E-05 1.00000000E-04
-1.00000000E-04 1.38467861E-05 1.00000000E-04
***************************************
Constraint: intX 	Node: 8 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.93751416E-08 1.00000000E-04
-1.00000000E-04 2.63544502E-09 1.00000000E-04
-1.00000000E-04 -7.82705811E-08 1.00000000E-04
-1.00000000E-04 3.73842588E-08 1.00000000E-04
-1.00000000E-04 -8.04386563E-08 1.00000000E-04
-1.00000000E-04 2.86743015E-07 1.00000000E-04
-1.00000000E-04 -6.93533077E-14 1.00000000E-04
-1.00000000E-04 8.84662117E-14 1.00000000E-04
-1.00000000E-04 -1.92502136E-14 1.00000000E-04
-1.00000000E-04 8.81407698E-09 1.00000000E-04
-1.00000000E-04 -1.39693678E-07 1.00000000E-04
-1.00000000E-04 -4.47003584E-08 1.00000000E-04
-1.00000000E-04 -8.19993389E-08 1.00000000E-04
-1.00000000E-04 -3.00085119E-07 1.00000000E-04
-1.00000000E-04 3.02112886E-07 1.00000000E-04
-1.00000000E-04 -1.03219546E-06 1.00000000E-04
-1.00000000E-04 -1.50119041E-07 1.00000000E-04
-1.00000000E-04 1.02089518E-06 1.00000000E-04
-1.00000000E-04 -2.46930592E-08 1.00000000E-04
-1.00000000E-04 -1.21617034E-07 1.00000000E-04
-1.00000000E-04 3.12127063E-07 1.00000000E-04
-1.00000000E-04 4.50326847E-07 1.00000000E-04
-1.00000000E-04 -6.18226080E-08 1.00000000E-04
-1.00000000E-04 -3.85054675E-07 1.00000000E-04
-1.00000000E-04 3.22356270E-07 1.00000000E-04
-1.00000000E-04 -2.75151922E-06 1.00000000E-04
-1.00000000E-04 8.13975986E-06 1.00000000E-04
-1.00000000E-04 -2.76811622E-14 1.00000000E-04
-1.00000000E-04 4.37284972E-14 1.00000000E-04
-1.00000000E-04 -1.61782962E-14 1.00000000E-04
-1.00000000E-04 -1.66656934E-07 1.00000000E-04
-1.00000000E-04 -2.96027852E-07 1.00000000E-04
-1.00000000E-04 -1.59954075E-07 1.00000000E-04
-1.00000000E-04 2.38173082E-06 1.00000000E-04
-1.00000000E-04 -8.13310734E-06 1.00000000E-04
-1.00000000E-04 6.65883944E-07 1.00000000E-04
-1.00000000E-04 -1.42814333E-06 1.00000000E-04
-1.00000000E-04 -5.73266803E-06 1.00000000E-04
-1.00000000E-04 1.49213649E-06 1.00000000E-04
-1.00000000E-04 -2.42148639E-06 1.00000000E-04
-1.00000000E-04 -1.05044729E-05 1.00000000E-04
-1.00000000E-04 1.13024639E-05 1.00000000E-04
***************************************
Constraint: intX 	Node: 10 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.46336068E-08 1.00000000E-04
-1.00000000E-04 -4.02105467E-09 1.00000000E-04
-1.00000000E-04 -7.70907604E-08 1.00000000E-04
-1.00000000E-04 4.31780921E-08 1.00000000E-04
-1.00000000E-04 -5.68778300E-08 1.00000000E-04
-1.00000000E-04 2.93552281E-07 1.00000000E-04
-1.00000000E-04 -6.05807432E-14 1.00000000E-04
-1.00000000E-04 8.18633387E-14 1.00000000E-04
-1.00000000E-04 -2.15022670E-14 1.00000000E-04
-1.00000000E-04 -1.17487227E-08 1.00000000E-04
-1.00000000E-04 -1.72649608E-07 1.00000000E-04
-1.00000000E-04 -3.17788213E-08 1.00000000E-04
-1.00000000E-04 -1.39732574E-07 1.00000000E-04
-1.00000000E-04 -2.95225600E-07 1.00000000E-04
-1.00000000E-04 3.69281010E-07 1.00000000E-04
-1.00000000E-04 -1.11912199E-06 1.00000000E-04
-1.00000000E-04 -1.49051656E-07 1.00000000E-04
-1.00000000E-04 1.10746967E-06 1.00000000E-04
-1.00000000E-04 1.38368302E-08 1.00000000E-04
-1.00000000E-04 -3.63147668E-07 1.00000000E-04
-1.00000000E-04 2.75735393E-07 1.00000000E-04
-1.00000000E-04 2.86231348E-07 1.00000000E-04
-1.00000000E-04 -4.94794258E-08 1.00000000E-04
-1.00000000E-04 1.81241655E-07 1.00000000E-04
-1.00000000E-04 1.76719591E-08 1.00000000E-04
-1.00000000E-04 -2.24346910E-06 1.00000000E-04
-1.00000000E-04 5.53152960E-06 1.00000000E-04
-1.00000000E-04 1.67502166E-14 1.00000000E-04
-1.00000000E-04 -1.97488927E-14 1.00000000E-04
-1.00000000E-04 3.03473567E-15 1.00000000E-04
-1.00000000E-04 -1.39891456E-07 1.00000000E-04
-1.00000000E-04 8.76421249E-07 1.00000000E-04
-1.00000000E-04 1.14793844E-07 1.00000000E-04
-1.00000000E-04 3.21919553E-06 1.00000000E-04
-1.00000000E-04 -5.47348875E-06 1.00000000E-04
-1.00000000E-04 -1.85210413E-06 1.00000000E-04
-1.00000000E-04 6.23046969E-06 1.00000000E-04
-1.00000000E-04 -4.03402361E-06 1.00000000E-04
-1.00000000E-04 -6.10145316E-06 1.00000000E-04
-1.00000000E-04 -2.44286097E-06 1.00000000E-04
-1.00000000E-04 -8.07806808E-06 1.00000000E-04
-1.00000000E-04 8.52477659E-06 1.00000000E-04
***************************************
Constraint: intX 	Node: 12 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.12985699E-08 1.00000000E-04
-1.00000000E-04 -3.00119919E-09 1.00000000E-04
-1.00000000E-04 -6.86081122E-08 1.00000000E-04
-1.00000000E-04 4.36280777E-08 1.00000000E-04
-1.00000000E-04 -3.68376122E-08 1.00000000E-04
-1.00000000E-04 3.17459395E-07 1.00000000E-04
-1.00000000E-04 -2.07512865E-14 1.00000000E-04
-1.00000000E-04 3.26023745E-14 1.00000000E-04
-1.00000000E-04 -1.18442816E-14 1.00000000E-04
-1.00000000E-04 -1.29551744E-08 1.00000000E-04
-1.00000000E-04 -1.78894531E-07 1.00000000E-04
-1.00000000E-04 -3.12887046E-08 1.00000000E-04
-1.00000000E-04 -1.65691196E-07 1.00000000E-04
-1.00000000E-04 -3.15207386E-07 1.00000000E-04
-1.00000000E-04 3.81441367E-07 1.00000000E-04
-1.00000000E-04 -1.18347873E-06 1.00000000E-04
-1.00000000E-04 -2.37011314E-07 1.00000000E-04
-1.00000000E-04 1.16153772E-06 1.00000000E-04
-1.00000000E-04 4.77290980E-08 1.00000000E-04
-1.00000000E-04 -4.72074048E-07 1.00000000E-04
-1.00000000E-04 2.51185839E-07 1.00000000E-04
-1.00000000E-04 1.66682434E-07 1.00000000E-04
-1.00000000E-04 -3.09402491E-08 1.00000000E-04
-1.00000000E-04 6.91615701E-07 1.00000000E-04
-1.00000000E-04 -2.91912154E-07 1.00000000E-04
-1.00000000E-04 -1.72538007E-06 1.00000000E-04
-1.00000000E-04 2.88115094E-06 1.00000000E-04
-1.00000000E-04 4.51553613E-15 1.00000000E-04
-1.00000000E-04 -7.56024367E-15 1.00000000E-04
-1.00000000E-04 3.05578671E-15 1.00000000E-04
-1.00000000E-04 -4.92795768E-08 1.00000000E-04
-1.00000000E-04 2.14488251E-06 1.00000000E-04
-1.00000000E-04 3.38234295E-07 1.00000000E-04
-1.00000000E-04 4.14085756E-06 1.00000000E-04
-1.00000000E-04 -2.83145508E-06 1.00000000E-04
-1.00000000E-04 -4.56048794E-06 1.00000000E-04
-1.00000000E-04 1.39652572E-05 1.00000000E-04
-1.00000000E-04 -2.12263852E-06 1.00000000E-04
-1.00000000E-04 -1.37524025E-05 1.00000000E-04
-1.00000000E-04 -2.45667167E-06 1.00000000E-04
-1.00000000E-04 -4.32533352E-06 1.00000000E-04
-1.00000000E-04 5.69001821E-06 1.00000000E-04
***************************************
Constraint: intX 	Node: 14 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 6.87679540E-09 1.00000000E-04
-1.00000000E-04 -6.06922860E-09 1.00000000E-04
-1.00000000E-04 -6.22389327E-08 1.00000000E-04
-1.00000000E-04 4.35042165E-08 1.00000000E-04
-1.00000000E-04 -2.12200274E-08 1.00000000E-04
-1.00000000E-04 3.41909040E-07 1.00000000E-04
-1.00000000E-04 5.23014409E-14 1.00000000E-04
-1.00000000E-04 -7.33330031E-14 1.00000000E-04
-1.00000000E-04 2.11143929E-14 1.00000000E-04
-1.00000000E-04 -1.12166373E-08 1.00000000E-04
-1.00000000E-04 -1.74486587E-07 1.00000000E-04
-1.00000000E-04 -3.23181712E-08 1.00000000E-04
-1.00000000E-04 -1.75884386E-07 1.00000000E-04
-1.00000000E-04 -3.43354547E-07 1.00000000E-04
-1.00000000E-04 3.71576138E-07 1.00000000E-04
-1.00000000E-04 -1.21889363E-06 1.00000000E-04
-1.00000000E-04 -3.31866285E-07 1.00000000E-04
-1.00000000E-04 1.17386884E-06 1.00000000E-04
-1.00000000E-04 7.49331799E-08 1.00000000E-04
-1.00000000E-04 -3.48867375E-07 1.00000000E-04
-1.00000000E-04 2.39483738E-07 1.00000000E-04
-1.00000000E-04 9.54221162E-08 1.00000000E-04
-1.00000000E-04 -5.97573979E-09 1.00000000E-04
-1.00000000E-04 1.14918455E-06 1.00000000E-04
-1.00000000E-04 -5.92719099E-07 1.00000000E-04
-1.00000000E-04 -1.20860550E-06 1.00000000E-04
-1.00000000E-04 2.16146585E-07 1.00000000E-04
-1.00000000E-04 -2.03435924E-14 1.00000000E-04
-1.00000000E-04 2.81774126E-14 1.00000000E-04
-1.00000000E-04 -7.82144258E-15 1.00000000E-04
-1.00000000E-04 3.33026331E-08 1.00000000E-04
-1.00000000E-04 3.41655810E-06 1.00000000E-04
-1.00000000E-04 5.59401664E-07 1.00000000E-04
-1.00000000E-04 5.06204374E-06 1.00000000E-04
-1.00000000E-04 -1.76525195E-07 1.00000000E-04
-1.00000000E-04 -7.27014465E-06 1.00000000E-04
-1.00000000E-04 2.18256188E-05 1.00000000E-04
-1.00000000E-04 2.97675804E-07 1.00000000E-04
-1.00000000E-04 -2.14034323E-05 1.00000000E-04
-1.00000000E-04 -2.47273517E-06 1.00000000E-04
-1.00000000E-04 -7.51907479E-07 1.00000000E-04
-1.00000000E-04 2.84951329E-06 1.00000000E-04
***************************************
Constraint: intX 	Node: 16 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.27304258E-09 1.00000000E-04
-1.00000000E-04 -1.03702580E-08 1.00000000E-04
-1.00000000E-04 -4.50467983E-08 1.00000000E-04
-1.00000000E-04 4.30808686E-08 1.00000000E-04
-1.00000000E-04 -9.12703272E-09 1.00000000E-04
-1.00000000E-04 3.57392478E-07 1.00000000E-04
-1.00000000E-04 7.07167768E-14 1.00000000E-04
-1.00000000E-04 -9.70473264E-14 1.00000000E-04
-1.00000000E-04 2.64326858E-14 1.00000000E-04
-1.00000000E-04 -9.79047665E-09 1.00000000E-04
-1.00000000E-04 -1.60557880E-07 1.00000000E-04
-1.00000000E-04 -3.18982199E-08 1.00000000E-04
-1.00000000E-04 -1.72057470E-07 1.00000000E-04
-1.00000000E-04 -3.70903154E-07 1.00000000E-04
-1.00000000E-04 3.41681926E-07 1.00000000E-04
-1.00000000E-04 -1.21628186E-06 1.00000000E-04
-1.00000000E-04 -4.20388299E-07 1.00000000E-04
-1.00000000E-04 1.12697180E-06 1.00000000E-04
-1.00000000E-04 9.49910570E-08 1.00000000E-04
-1.00000000E-04 9.75852334E-08 1.00000000E-04
-1.00000000E-04 2.35258474E-07 1.00000000E-04
-1.00000000E-04 8.60382829E-08 1.00000000E-04
-1.00000000E-04 4.89974474E-08 1.00000000E-04
-1.00000000E-04 1.55392836E-06 1.00000000E-04
-1.00000000E-04 -8.91342402E-07 1.00000000E-04
-1.00000000E-04 -6.94410186E-07 1.00000000E-04
-1.00000000E-04 -2.40082492E-06 1.00000000E-04
-1.00000000E-04 7.16613668E-16 1.00000000E-04
-1.00000000E-04 1.64054405E-15 1.00000000E-04
-1.00000000E-04 -2.39232044E-15 1.00000000E-04
-1.00000000E-04 1.01327952E-07 1.00000000E-04
-1.00000000E-04 4.67752964E-06 1.00000000E-04
-1.00000000E-04 7.85785269E-07 1.00000000E-04
-1.00000000E-04 5.97146381E-06 1.00000000E-04
-1.00000000E-04 2.48917251E-06 1.00000000E-04
-1.00000000E-04 -9.95445255E-06 1.00000000E-04
-1.00000000E-04 2.99157550E-05 1.00000000E-04
-1.00000000E-04 3.14814157E-06 1.00000000E-04
-1.00000000E-04 -2.90454262E-05 1.00000000E-04
-1.00000000E-04 -2.49200788E-06 1.00000000E-04
-1.00000000E-04 5.04868971E-07 1.00000000E-04
-1.00000000E-04 1.41082220E-08 1.00000000E-04
***************************************
Constraint: intX 	Node: 18 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.27540520E-09 1.00000000E-04
-1.00000000E-04 -1.06954682E-08 1.00000000E-04
-1.00000000E-04 2.13365613E-08 1.00000000E-04
-1.00000000E-04 4.32186100E-08 1.00000000E-04
-1.00000000E-04 9.10553006E-10 1.00000000E-04
-1.00000000E-04 3.55109868E-07 1.00000000E-04
-1.00000000E-04 4.17047918E-15 1.00000000E-04
-1.00000000E-04 -1.85641206E-14 1.00000000E-04
-1.00000000E-04 1.45051565E-14 1.00000000E-04
-1.00000000E-04 -8.80116955E-09 1.00000000E-04
-1.00000000E-04 -1.34408271E-07 1.00000000E-04
-1.00000000E-04 -2.90769892E-08 1.00000000E-04
-1.00000000E-04 -1.52575336E-07 1.00000000E-04
-1.00000000E-04 -3.90716283E-07 1.00000000E-04
-1.00000000E-04 2.86049736E-07 1.00000000E-04
-1.00000000E-04 -1.22208060E-06 1.00000000E-04
-1.00000000E-04 -4.87724959E-07 1.00000000E-04
-1.00000000E-04 1.00141778E-06 1.00000000E-04
-1.00000000E-04 1.07813395E-07 1.00000000E-04
-1.00000000E-04 9.49908523E-07 1.00000000E-04
-1.00000000E-04 2.31225071E-07 1.00000000E-04
-1.00000000E-04 1.29173306E-07 1.00000000E-04
-1.00000000E-04 1.23282581E-07 1.00000000E-04
-1.00000000E-04 1.72496518E-06 1.00000000E-04
-1.00000000E-04 -1.20297721E-06 1.00000000E-04
-1.00000000E-04 -1.82135530E-07 1.00000000E-04
-1.00000000E-04 -4.89513119E-06 1.00000000E-04
-1.00000000E-04 -1.92834592E-14 1.00000000E-04
-1.00000000E-04 2.49767673E-14 1.00000000E-04
-1.00000000E-04 -5.70606604E-15 1.00000000E-04
-1.00000000E-04 1.59723946E-07 1.00000000E-04
-1.00000000E-04 5.93000293E-06 1.00000000E-04
-1.00000000E-04 1.01628096E-06 1.00000000E-04
-1.00000000E-04 6.87230989E-06 1.00000000E-04
-1.00000000E-04 5.16051598E-06 1.00000000E-04
-1.00000000E-04 -1.26195939E-05 1.00000000E-04
-1.00000000E-04 3.86103908E-05 1.00000000E-04
-1.00000000E-04 6.48312840E-06 1.00000000E-04
-1.00000000E-04 -3.66798286E-05 1.00000000E-04
-1.00000000E-04 -2.51343237E-06 1.00000000E-04
-1.00000000E-04 -3.29841940E-06 1.00000000E-04
-1.00000000E-04 -2.81605348E-06 1.00000000E-04
***************************************
Constraint: intX 	Node: 20 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.10167879E-06 1.00000000E-04
-1.00000000E-04 3.52221615E-08 1.00000000E-04
-1.00000000E-04 -2.23945327E-06 1.00000000E-04
-1.00000000E-04 9.28991076E-07 1.00000000E-04
-1.00000000E-04 -7.18517684E-06 1.00000000E-04
-1.00000000E-04 -3.15637056E-06 1.00000000E-04
-1.00000000E-04 -1.04384658E-13 1.00000000E-04
-1.00000000E-04 1.37946980E-13 1.00000000E-04
-1.00000000E-04 -3.35108966E-14 1.00000000E-04
-1.00000000E-04 5.25070627E-08 1.00000000E-04
-1.00000000E-04 -8.11911720E-06 1.00000000E-04
-1.00000000E-04 -9.48799875E-07 1.00000000E-04
-1.00000000E-04 -1.97678568E-06 1.00000000E-04
-1.00000000E-04 2.90839684E-06 1.00000000E-04
-1.00000000E-04 1.72818082E-05 1.00000000E-04
-1.00000000E-04 -3.25106743E-05 1.00000000E-04
-1.00000000E-04 2.85224015E-06 1.00000000E-04
-1.00000000E-04 3.06251339E-05 1.00000000E-04
-1.00000000E-04 -9.70607517E-06 1.00000000E-04
-1.00000000E-04 1.06593894E-05 1.00000000E-04
-1.00000000E-04 1.46333019E-05 1.00000000E-04
-1.00000000E-04 6.69914763E-07 1.00000000E-04
-1.00000000E-04 1.57678091E-07 1.00000000E-04
-1.00000000E-04 2.24739341E-06 1.00000000E-04
-1.00000000E-04 -1.96564097E-06 1.00000000E-04
-1.00000000E-04 3.88628269E-06 1.00000000E-04
-1.00000000E-04 -5.38327271E-06 1.00000000E-04
-1.00000000E-04 -7.90283682E-15 1.00000000E-04
-1.00000000E-04 1.27287468E-14 1.00000000E-04
-1.00000000E-04 -4.80529763E-15 1.00000000E-04
-1.00000000E-04 1.78950756E-07 1.00000000E-04
-1.00000000E-04 1.09651000E-05 1.00000000E-04
-1.00000000E-04 1.67734763E-06 1.00000000E-04
-1.00000000E-04 8.48758603E-06 1.00000000E-04
-1.00000000E-04 6.12341707E-06 1.00000000E-04
-1.00000000E-04 -2.33403683E-05 1.00000000E-04
-1.00000000E-04 6.33565097E-05 1.00000000E-04
-1.00000000E-04 6.84380249E-06 1.00000000E-04
-1.00000000E-04 -5.79689477E-05 1.00000000E-04
-1.00000000E-04 2.37844692E-06 1.00000000E-04
-1.00000000E-04 -1.92929464E-05 1.00000000E-04
-1.00000000E-04 -1.27499491E-05 1.00000000E-04
***************************************
Constraint: intXdot 	Node: 2 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -6.01783277E-06 1.00000000E-04
-1.00000000E-04 -3.81771493E-05 1.00000000E-04
-1.00000000E-04 -1.11706471E-05 1.00000000E-04
-1.00000000E-04 1.52507824E-05 1.00000000E-04
-1.00000000E-04 4.41528035E-05 1.00000000E-04
-1.00000000E-04 -1.30069685E-04 1.00000000E-04
-1.00000000E-04 -1.24075986E-11 1.00000000E-04
-1.00000000E-04 1.61910940E-11 1.00000000E-04
-1.00000000E-04 -3.77337101E-12 1.00000000E-04
-1.00000000E-04 -4.72933091E-05 1.00000000E-04
-1.00000000E-04 -4.19733769E-05 1.00000000E-04
-1.00000000E-04 3.23718549E-05 1.00000000E-04
-1.00000000E-04 -8.86003969E-05 1.00000000E-04
-1.00000000E-04 1.29951738E-04 1.00000000E-04
-1.00000000E-04 8.64701026E-05 1.00000000E-04
-1.00000000E-04 -4.89143369E-05 1.00000000E-04
-1.00000000E-04 6.83794675E-05 1.00000000E-04
-1.00000000E-04 -1.96226664E-05 1.00000000E-04
-1.00000000E-04 4.67348416E-05 1.00000000E-04
-1.00000000E-04 1.58901509E-04 1.00000000E-04
-1.00000000E-04 -1.48748735E-04 1.00000000E-04
-1.00000000E-04 -8.47949050E-06 1.00000000E-04
-1.00000000E-04 -1.31257201E-04 1.00000000E-04
-1.00000000E-04 -5.91843547E-05 1.00000000E-04
-1.00000000E-04 6.26391000E-05 1.00000000E-04
-1.00000000E-04 1.36104020E-05 1.00000000E-04
-1.00000000E-04 -1.93030158E-04 1.00000000E-04
-1.00000000E-04 1.39857879E-12 1.00000000E-04
-1.00000000E-04 -2.89604352E-12 1.00000000E-04
-1.00000000E-04 1.51931038E-12 1.00000000E-04
-1.00000000E-04 -1.62191847E-04 1.00000000E-04
-1.00000000E-04 -1.60335756E-04 1.00000000E-04
-1.00000000E-04 1.01200095E-04 1.00000000E-04
-1.00000000E-04 -1.86562798E-04 1.00000000E-04
-1.00000000E-04 1.91853664E-04 1.00000000E-04
-1.00000000E-04 3.33385490E-04 1.00000000E-04
-1.00000000E-04 -2.26970780E-04 1.00000000E-04
-1.00000000E-04 7.16404736E-05 1.00000000E-04
-1.00000000E-04 -1.42307036E-05 1.00000000E-04
-1.00000000E-04 1.06435250E-05 1.00000000E-04
-1.00000000E-04 2.86410938E-04 1.00000000E-04
-1.00000000E-04 -5.85889010E-05 1.00000000E-04
***************************************
Constraint: intXdot 	Node: 4 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -2.30154179E-07 1.00000000E-04
-1.00000000E-04 -6.16126581E-06 1.00000000E-04
-1.00000000E-04 -3.32036827E-06 1.00000000E-04
-1.00000000E-04 3.12291433E-06 1.00000000E-04
-1.00000000E-04 -2.65971421E-07 1.00000000E-04
-1.00000000E-04 -5.98955385E-06 1.00000000E-04
-1.00000000E-04 -8.12157181E-12 1.00000000E-04
-1.00000000E-04 1.02391063E-11 1.00000000E-04
-1.00000000E-04 -2.12280540E-12 1.00000000E-04
-1.00000000E-04 -7.52078818E-06 1.00000000E-04
-1.00000000E-04 -8.20765979E-06 1.00000000E-04
-1.00000000E-04 4.48129533E-06 1.00000000E-04
-1.00000000E-04 -8.63568512E-06 1.00000000E-04
-1.00000000E-04 6.07002382E-06 1.00000000E-04
-1.00000000E-04 1.71077407E-05 1.00000000E-04
-1.00000000E-04 -1.60253297E-05 1.00000000E-04
-1.00000000E-04 8.18011475E-07 1.00000000E-04
-1.00000000E-04 4.16662983E-06 1.00000000E-04
-1.00000000E-04 -1.00668985E-07 1.00000000E-04
-1.00000000E-04 1.24949623E-05 1.00000000E-04
-1.00000000E-04 9.71652887E-07 1.00000000E-04
-1.00000000E-04 -3.76329719E-06 1.00000000E-04
-1.00000000E-04 -3.12556279E-05 1.00000000E-04
-1.00000000E-04 -1.21515243E-05 1.00000000E-04
-1.00000000E-04 1.26864592E-05 1.00000000E-04
-1.00000000E-04 3.81567912E-07 1.00000000E-04
-1.00000000E-04 -4.88912298E-05 1.00000000E-04
-1.00000000E-04 2.66112711E-12 1.00000000E-04
-1.00000000E-04 -2.99112453E-12 1.00000000E-04
-1.00000000E-04 3.32236567E-13 1.00000000E-04
-1.00000000E-04 -4.03569160E-05 1.00000000E-04
-1.00000000E-04 -3.41176227E-05 1.00000000E-04
-1.00000000E-04 2.74013828E-05 1.00000000E-04
-1.00000000E-04 -3.62231340E-05 1.00000000E-04
-1.00000000E-04 5.31545868E-05 1.00000000E-04
-1.00000000E-04 6.99445519E-05 1.00000000E-04
-1.00000000E-04 -6.16590132E-07 1.00000000E-04
-1.00000000E-04 3.13683029E-05 1.00000000E-04
-1.00000000E-04 -5.20819930E-05 1.00000000E-04
-1.00000000E-04 -4.33842248E-06 1.00000000E-04
-1.00000000E-04 3.23232184E-05 1.00000000E-04
-1.00000000E-04 -1.12544713E-05 1.00000000E-04
***************************************
Constraint: intXdot 	Node: 6 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.21766228E-07 1.00000000E-04
-1.00000000E-04 -1.50970054E-06 1.00000000E-04
-1.00000000E-04 -9.06002805E-07 1.00000000E-04
-1.00000000E-04 7.42243385E-07 1.00000000E-04
-1.00000000E-04 1.41047905E-07 1.00000000E-04
-1.00000000E-04 -1.31174203E-06 1.00000000E-04
-1.00000000E-04 8.56593456E-13 1.00000000E-04
-1.00000000E-04 -2.60943690E-12 1.00000000E-04
-1.00000000E-04 1.74688141E-12 1.00000000E-04
-1.00000000E-04 -1.98184910E-06 1.00000000E-04
-1.00000000E-04 -2.31257734E-06 1.00000000E-04
-1.00000000E-04 1.21071254E-06 1.00000000E-04
-1.00000000E-04 -2.61769638E-06 1.00000000E-04
-1.00000000E-04 1.56660918E-06 1.00000000E-04
-1.00000000E-04 4.78815647E-06 1.00000000E-04
-1.00000000E-04 -4.17807086E-06 1.00000000E-04
-1.00000000E-04 1.19959270E-06 1.00000000E-04
-1.00000000E-04 1.82234194E-06 1.00000000E-04
-1.00000000E-04 3.00816776E-07 1.00000000E-04
-1.00000000E-04 4.30466003E-08 1.00000000E-04
-1.00000000E-04 -1.22404253E-07 1.00000000E-04
-1.00000000E-04 -2.59467796E-06 1.00000000E-04
-1.00000000E-04 -5.80364612E-06 1.00000000E-04
-1.00000000E-04 2.31668310E-06 1.00000000E-04
-1.00000000E-04 -7.18634627E-08 1.00000000E-04
-1.00000000E-04 3.86758255E-06 1.00000000E-04
-1.00000000E-04 -2.90491546E-05 1.00000000E-04
-1.00000000E-04 -1.35814251E-12 1.00000000E-04
-1.00000000E-04 1.73925656E-12 1.00000000E-04
-1.00000000E-04 -3.87803665E-13 1.00000000E-04
-1.00000000E-04 -8.72061052E-06 1.00000000E-04
-1.00000000E-04 1.03125553E-06 1.00000000E-04
-1.00000000E-04 8.43744049E-06 1.00000000E-04
-1.00000000E-04 -1.73413272E-06 1.00000000E-04
-1.00000000E-04 3.16508235E-05 1.00000000E-04
-1.00000000E-04 -3.16422889E-06 1.00000000E-04
-1.00000000E-04 6.35887710E-05 1.00000000E-04
-1.00000000E-04 2.56695811E-05 1.00000000E-04
-1.00000000E-04 -6.98617650E-05 1.00000000E-04
-1.00000000E-04 -1.24736661E-06 1.00000000E-04
-1.00000000E-04 -1.05801202E-06 1.00000000E-04
-1.00000000E-04 -2.30244045E-05 1.00000000E-04
***************************************
