*************
Phase: 1 	Variable: T 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 3.16182964E-03 1.00000000E+00
*************
Phase: 1 	Variable: Qe 	Node: 1 
*************
          lb           xc           ub
-1.00000000E+03 6.27683808E+00 1.00000000E+03
-1.00000000E+03 -1.77072930E+00 1.00000000E+03
-1.00000000E+03 6.27831580E+00 1.00000000E+03
-1.00000000E+03 9.73459011E-01 1.00000000E+03
-1.00000000E+03 -1.37493833E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 13 
*************
          lb           xc           ub
-1.00000000E+02 2.40853794E-01 1.00000000E+02
-1.00000000E+02 1.93184356E-02 1.00000000E+02
-1.00000000E+02 3.59709713E-01 1.00000000E+02
-1.00000000E+02 1.88863810E+00 1.00000000E+02
-1.00000000E+02 1.67385993E+00 1.00000000E+02
-1.00000000E+02 -6.35922769E-01 1.00000000E+02
-1.00000000E+03 -3.07062199E-07 1.00000000E+03
-1.00000000E+03 -4.40197186E-07 1.00000000E+03
-1.00000000E+03 -2.98237002E-07 1.00000000E+03
-1.00000000E+03 -4.00558851E+01 1.00000000E+03
-1.00000000E+03 7.35814861E+01 1.00000000E+03
-1.00000000E+03 8.53702279E+00 1.00000000E+03
-1.00000000E+03 4.63919493E+01 1.00000000E+03
-1.00000000E+03 5.70745520E+00 1.00000000E+03
-1.00000000E+03 -1.26446373E+02 1.00000000E+03
-1.00000000E+03 2.55808535E-02 1.00000000E+03
-1.00000000E+03 6.34994022E+00 1.00000000E+03
-1.00000000E+03 -1.94315083E+00 1.00000000E+03
-1.00000000E+03 5.81752519E+00 1.00000000E+03
-1.00000000E+03 1.14358688E+00 1.00000000E+03
-1.00000000E+03 -1.36937040E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 14 
*************
          lb           xc           ub
-1.00000000E+02 1.88485647E-01 1.00000000E+02
-1.00000000E+02 1.99100965E-02 1.00000000E+02
-1.00000000E+02 2.56154802E-01 1.00000000E+02
-1.00000000E+02 2.04725672E+00 1.00000000E+02
-1.00000000E+02 1.86523813E+00 1.00000000E+02
-1.00000000E+02 -7.08555859E-01 1.00000000E+02
-1.00000000E+03 2.19945446E-07 1.00000000E+03
-1.00000000E+03 5.83362919E-07 1.00000000E+03
-1.00000000E+03 -2.51866730E-07 1.00000000E+03
-1.00000000E+03 -3.67117219E+01 1.00000000E+03
-1.00000000E+03 7.89212557E+01 1.00000000E+03
-1.00000000E+03 8.69961747E+00 1.00000000E+03
-1.00000000E+03 4.85246635E+01 1.00000000E+03
-1.00000000E+03 7.45706585E+00 1.00000000E+03
-1.00000000E+03 -1.30369808E+02 1.00000000E+03
-1.00000000E+03 3.24726209E-02 1.00000000E+03
-1.00000000E+03 6.19589621E+00 1.00000000E+03
-1.00000000E+03 -2.08219415E+00 1.00000000E+03
-1.00000000E+03 5.31831739E+00 1.00000000E+03
-1.00000000E+03 1.33452325E+00 1.00000000E+03
-1.00000000E+03 -1.32345634E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 15 
*************
          lb           xc           ub
-1.00000000E+02 1.22474469E-01 1.00000000E+02
-1.00000000E+02 -1.11917260E-02 1.00000000E+02
-1.00000000E+02 2.54836237E-01 1.00000000E+02
-1.00000000E+02 1.86393866E+00 1.00000000E+02
-1.00000000E+02 2.31842031E+00 1.00000000E+02
-1.00000000E+02 8.72000820E-02 1.00000000E+02
-1.00000000E+03 1.34599902E-07 1.00000000E+03
-1.00000000E+03 -4.79985831E-08 1.00000000E+03
-1.00000000E+03 -1.32501773E-07 1.00000000E+03
-1.00000000E+03 -3.91103252E+01 1.00000000E+03
-1.00000000E+03 6.06285291E+01 1.00000000E+03
-1.00000000E+03 9.11813120E+00 1.00000000E+03
-1.00000000E+03 5.07235060E+01 1.00000000E+03
-1.00000000E+03 4.09315296E+00 1.00000000E+03
-1.00000000E+03 -1.35124695E+02 1.00000000E+03
-1.00000000E+03 -1.10559728E-02 1.00000000E+03
-1.00000000E+03 8.58410351E+00 1.00000000E+03
-1.00000000E+03 -1.88126716E+00 1.00000000E+03
-1.00000000E+03 7.47339245E+00 1.00000000E+03
-1.00000000E+03 4.86575707E-01 1.00000000E+03
-1.00000000E+03 -1.82468539E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 16 
*************
          lb           xc           ub
-1.00000000E+02 6.18064458E-02 1.00000000E+02
-1.00000000E+02 -4.69500549E-02 1.00000000E+02
-1.00000000E+02 1.47330052E-01 1.00000000E+02
-1.00000000E+02 1.61013800E+00 1.00000000E+02
-1.00000000E+02 2.69666366E+00 1.00000000E+02
-1.00000000E+02 9.63761822E-01 1.00000000E+02
-1.00000000E+03 4.89803995E-07 1.00000000E+03
-1.00000000E+03 8.42087755E-07 1.00000000E+03
-1.00000000E+03 -1.61768927E-07 1.00000000E+03
-1.00000000E+03 -4.00951070E+01 1.00000000E+03
-1.00000000E+03 3.92616468E+01 1.00000000E+03
-1.00000000E+03 9.46153883E+00 1.00000000E+03
-1.00000000E+03 5.19542023E+01 1.00000000E+03
-1.00000000E+03 8.23354204E-01 1.00000000E+03
-1.00000000E+03 -1.38038640E+02 1.00000000E+03
-1.00000000E+03 -5.78386379E-02 1.00000000E+03
-1.00000000E+03 1.10798265E+01 1.00000000E+03
-1.00000000E+03 -1.61171175E+00 1.00000000E+03
-1.00000000E+03 9.88711386E+00 1.00000000E+03
-1.00000000E+03 -4.76413090E-01 1.00000000E+03
-1.00000000E+03 -2.35517303E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 17 
*************
          lb           xc           ub
-1.00000000E+02 -8.70473996E-02 1.00000000E+02
-1.00000000E+02 -1.55847886E-01 1.00000000E+02
-1.00000000E+02 3.90228825E-02 1.00000000E+02
-1.00000000E+02 5.42096710E-01 1.00000000E+02
-1.00000000E+02 3.87352413E+00 1.00000000E+02
-1.00000000E+02 4.05076829E+00 1.00000000E+02
-1.00000000E+03 1.08450493E-07 1.00000000E+03
-1.00000000E+03 8.71447706E-08 1.00000000E+03
-1.00000000E+03 -1.34014666E-07 1.00000000E+03
-1.00000000E+03 -4.85061472E+01 1.00000000E+03
-1.00000000E+03 -4.15627035E+01 1.00000000E+03
-1.00000000E+03 1.03664456E+01 1.00000000E+03
-1.00000000E+03 5.36378004E+01 1.00000000E+03
-1.00000000E+03 -1.34278287E+01 1.00000000E+03
-1.00000000E+03 -1.42643357E+02 1.00000000E+03
-1.00000000E+03 -2.11404752E-01 1.00000000E+03
-1.00000000E+03 1.96376536E+01 1.00000000E+03
-1.00000000E+03 -5.58634274E-01 1.00000000E+03
-1.00000000E+03 1.83996467E+01 1.00000000E+03
-1.00000000E+03 -4.05966134E+00 1.00000000E+03
-1.00000000E+03 -4.18407595E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 18 
*************
          lb           xc           ub
-1.00000000E+02 -4.01854722E-01 1.00000000E+02
-1.00000000E+02 -2.94407925E-01 1.00000000E+02
-1.00000000E+02 -5.93380519E-01 1.00000000E+02
-1.00000000E+02 -1.08810597E+00 1.00000000E+02
-1.00000000E+02 5.84571911E+00 1.00000000E+02
-1.00000000E+02 9.04550338E+00 1.00000000E+02
-1.00000000E+03 -2.13787394E-06 1.00000000E+03
-1.00000000E+03 5.62622100E-07 1.00000000E+03
-1.00000000E+03 -8.95880931E-07 1.00000000E+03
-1.00000000E+03 -5.57343995E+01 1.00000000E+03
-1.00000000E+03 -1.71860838E+02 1.00000000E+03
-1.00000000E+03 1.13520043E+01 1.00000000E+03
-1.00000000E+03 5.48811757E+01 1.00000000E+03
-1.00000000E+03 -3.12134383E+01 1.00000000E+03
-1.00000000E+03 -1.44691833E+02 1.00000000E+03
-1.00000000E+03 -3.92319414E-01 1.00000000E+03
-1.00000000E+03 3.19788104E+01 1.00000000E+03
-1.00000000E+03 9.89058017E-01 1.00000000E+03
-1.00000000E+03 3.03928885E+01 1.00000000E+03
-1.00000000E+03 -9.79890933E+00 1.00000000E+03
-1.00000000E+03 -6.81998889E+01 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 19 
*************
          lb           xc           ub
-1.00000000E+02 -1.30467493E+00 1.00000000E+02
-1.00000000E+02 -2.09752538E-01 1.00000000E+02
-1.00000000E+02 -2.52793812E+00 1.00000000E+02
-1.00000000E+02 -3.76651932E+00 1.00000000E+02
-1.00000000E+02 1.03486683E+01 1.00000000E+02
-1.00000000E+02 2.05090993E+01 1.00000000E+02
-1.00000000E+03 -4.51007721E-07 1.00000000E+03
-1.00000000E+03 -9.22472750E-07 1.00000000E+03
-1.00000000E+03 -3.15668666E-07 1.00000000E+03
-1.00000000E+03 -7.02215092E+01 1.00000000E+03
-1.00000000E+03 -4.63691825E+02 1.00000000E+03
-1.00000000E+03 9.97840835E+00 1.00000000E+03
-1.00000000E+03 4.78836568E+01 1.00000000E+03
-1.00000000E+03 -6.59539164E+01 1.00000000E+03
-1.00000000E+03 -1.13272190E+02 1.00000000E+03
-1.00000000E+03 -2.59081337E-01 1.00000000E+03
-1.00000000E+03 4.88865606E+01 1.00000000E+03
-1.00000000E+03 3.18332894E+00 1.00000000E+03
-1.00000000E+03 4.50609141E+01 1.00000000E+03
-1.00000000E+03 -2.21499261E+01 1.00000000E+03
-1.00000000E+03 -1.04358297E+02 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 20 
*************
          lb           xc           ub
-1.00000000E+02 -2.77868373E+00 1.00000000E+02
-1.00000000E+02 9.36051253E+00 1.00000000E+02
-1.00000000E+02 -7.53132027E-01 1.00000000E+02
-1.00000000E+02 2.66724805E+01 1.00000000E+02
-1.00000000E+02 -5.65335262E+00 1.00000000E+02
-1.00000000E+02 6.79889653E+00 1.00000000E+02
-1.00000000E+03 -1.10475160E-06 1.00000000E+03
-1.00000000E+03 1.08509279E-06 1.00000000E+03
-1.00000000E+03 -5.63261865E-07 1.00000000E+03
-1.00000000E+03 -5.09311614E+01 1.00000000E+03
-1.00000000E+03 -4.61276310E+01 1.00000000E+03
-1.00000000E+03 -6.52477340E+01 1.00000000E+03
-1.00000000E+03 -1.04833256E+02 1.00000000E+03
-1.00000000E+03 -1.10174965E+02 1.00000000E+03
-1.00000000E+03 4.65975685E+02 1.00000000E+03
-1.00000000E+03 1.23204696E+01 1.00000000E+03
-1.00000000E+03 -1.95658079E+02 1.00000000E+03
-1.00000000E+03 -3.22645481E+01 1.00000000E+03
-1.00000000E+03 -2.15934332E+02 1.00000000E+03
-1.00000000E+03 1.32515787E+01 1.00000000E+03
-1.00000000E+03 4.17967740E+02 1.00000000E+03
*************
Phase: 2 	Variable: ddQe 	Node: 21 
*************
          lb           xc           ub
-1.00000000E+02 -3.46532865E+00 1.00000000E+02
-1.00000000E+02 7.52250542E+00 1.00000000E+02
-1.00000000E+02 -4.50621010E+00 1.00000000E+02
-1.00000000E+02 2.10345081E+01 1.00000000E+02
-1.00000000E+02 -7.67338504E-01 1.00000000E+02
-1.00000000E+02 1.40506647E+01 1.00000000E+02
-1.00000000E+03 -1.38670314E-06 1.00000000E+03
-1.00000000E+03 -6.97511420E-07 1.00000000E+03
-1.00000000E+03 -6.69230167E-07 1.00000000E+03
-1.00000000E+03 -9.19101092E+01 1.00000000E+03
-1.00000000E+03 -2.16820294E+02 1.00000000E+03
-1.00000000E+03 -5.29300100E+01 1.00000000E+03
-1.00000000E+03 -8.23098321E+01 1.00000000E+03
-1.00000000E+03 -1.31736984E+02 1.00000000E+03
-1.00000000E+03 3.82659479E+02 1.00000000E+03
-1.00000000E+03 1.01975662E+01 1.00000000E+03
-1.00000000E+03 -1.48705730E+02 1.00000000E+03
-1.00000000E+03 -2.53791842E+01 1.00000000E+03
-1.00000000E+03 -1.67777042E+02 1.00000000E+03
-1.00000000E+03 2.78288170E+00 1.00000000E+03
-1.00000000E+03 3.17914781E+02 1.00000000E+03
*************
Phase: 2 	Variable: U 	Node: 1 
*************
          lb           xc           ub
-1.50000000E+02 -9.65571676E-01 1.50000000E+02
-1.90000000E+02 -8.78283159E+00 1.90000000E+02
-2.20000000E+02 -8.09781659E+01 2.20000000E+02
-2.50000000E+02 -2.32496667E+01 2.50000000E+02
-2.60000000E+02 -2.00776148E+02 2.60000000E+02
-6.80000000E+01 2.58499838E+01 6.80000000E+01
-1.50000000E+02 -6.07282701E+01 1.50000000E+02
-1.90000000E+02 -2.65500407E+00 1.90000000E+02
-2.20000000E+02 3.49118877E+00 2.20000000E+02
-2.50000000E+02 4.20159100E+01 2.50000000E+02
-2.60000000E+02 1.20937846E+02 2.60000000E+02
-6.80000000E+01 5.85875799E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 2 
*************
          lb           xc           ub
-1.50000000E+02 -2.58865405E-01 1.50000000E+02
-1.90000000E+02 -9.53042729E+00 1.90000000E+02
-2.20000000E+02 -7.79866831E+01 2.20000000E+02
-2.50000000E+02 -1.71997712E+01 2.50000000E+02
-2.60000000E+02 -2.03654725E+02 2.60000000E+02
-6.80000000E+01 1.88539732E+01 6.80000000E+01
-1.50000000E+02 -5.80315590E+01 1.50000000E+02
-1.90000000E+02 6.63179536E+00 1.90000000E+02
-2.20000000E+02 -3.15115122E+01 2.20000000E+02
-2.50000000E+02 2.89614407E+01 2.50000000E+02
-2.60000000E+02 8.63571930E+01 2.60000000E+02
-6.80000000E+01 6.33546394E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 3 
*************
          lb           xc           ub
-1.50000000E+02 -7.69636687E-01 1.50000000E+02
-1.90000000E+02 -6.98592104E+00 1.90000000E+02
-2.20000000E+02 -5.62493702E+01 2.20000000E+02
-2.50000000E+02 -2.01013126E+01 2.50000000E+02
-2.60000000E+02 -1.66891175E+02 2.60000000E+02
-6.80000000E+01 2.08901149E+01 6.80000000E+01
-1.50000000E+02 -7.05767465E+01 1.50000000E+02
-1.90000000E+02 -5.22527794E+01 1.90000000E+02
-2.20000000E+02 -7.84910804E+01 2.20000000E+02
-2.50000000E+02 1.80137701E+01 2.50000000E+02
-2.60000000E+02 3.99219226E+01 2.60000000E+02
-6.80000000E+01 5.90893190E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 4 
*************
          lb           xc           ub
-1.50000000E+02 -8.22176891E-01 1.50000000E+02
-1.90000000E+02 -3.67422405E+00 1.90000000E+02
-2.20000000E+02 -2.83753073E+01 2.20000000E+02
-2.50000000E+02 -1.74703343E+01 2.50000000E+02
-2.60000000E+02 -1.18165104E+02 2.60000000E+02
-6.80000000E+01 1.72867857E+01 6.80000000E+01
-1.50000000E+02 -8.10395760E+01 1.50000000E+02
-1.90000000E+02 -1.04601971E+02 1.90000000E+02
-2.20000000E+02 -1.16135282E+02 2.20000000E+02
-2.50000000E+02 -1.23239326E+00 2.50000000E+02
-2.60000000E+02 -6.83618464E+00 2.60000000E+02
-6.80000000E+01 5.72427954E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 5 
*************
          lb           xc           ub
-1.50000000E+02 -4.95866431E-01 1.50000000E+02
-1.90000000E+02 1.09024622E+00 1.90000000E+02
-2.20000000E+02 8.79108232E+00 2.20000000E+02
-2.50000000E+02 -1.30172840E+01 2.50000000E+02
-2.60000000E+02 -5.30873492E+01 2.60000000E+02
-6.80000000E+01 1.16586669E+01 6.80000000E+01
-1.50000000E+02 -9.53060635E+01 1.50000000E+02
-1.90000000E+02 -1.71995336E+02 1.90000000E+02
-2.20000000E+02 -1.59319732E+02 2.20000000E+02
-2.50000000E+02 -2.64194828E+01 2.50000000E+02
-2.60000000E+02 -6.29535776E+01 2.60000000E+02
-6.80000000E+01 5.72464558E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 6 
*************
          lb           xc           ub
-1.50000000E+02 2.07108431E-01 1.50000000E+02
-1.90000000E+02 1.66975110E+00 1.90000000E+02
-2.20000000E+02 2.04225410E+01 2.20000000E+02
-2.50000000E+02 -1.43527828E+00 2.50000000E+02
-2.60000000E+02 -3.54969954E+01 2.60000000E+02
-6.80000000E+01 1.35425027E+00 6.80000000E+01
-1.50000000E+02 -1.08388589E+02 1.50000000E+02
-1.90000000E+02 -1.78501612E+02 1.90000000E+02
-2.20000000E+02 -1.75640422E+02 2.20000000E+02
-2.50000000E+02 -5.37400114E+01 2.50000000E+02
-2.60000000E+02 -8.83994139E+01 2.60000000E+02
-6.80000000E+01 6.57430271E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 7 
*************
          lb           xc           ub
-1.50000000E+02 -2.21270239E+00 1.50000000E+02
-1.90000000E+02 1.07008066E+01 1.90000000E+02
-2.20000000E+02 7.35313177E+01 2.20000000E+02
-2.50000000E+02 -5.27629636E+01 2.50000000E+02
-2.60000000E+02 6.33568991E+01 2.60000000E+02
-6.80000000E+01 4.16908425E+01 6.80000000E+01
-1.50000000E+02 -1.40755919E+02 1.50000000E+02
-1.90000000E+02 -1.86594703E+02 1.90000000E+02
-2.20000000E+02 -1.51516433E+02 2.20000000E+02
-2.50000000E+02 -3.25946608E+01 2.50000000E+02
-2.60000000E+02 -1.13573988E+02 2.60000000E+02
-6.80000000E+01 1.40856788E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 8 
*************
          lb           xc           ub
-1.50000000E+02 2.64625236E-01 1.50000000E+02
-1.90000000E+02 -1.67277094E+00 1.90000000E+02
-2.20000000E+02 -4.09329764E+00 2.20000000E+02
-2.50000000E+02 2.42004096E+01 2.50000000E+02
-2.60000000E+02 -1.36004724E+00 2.60000000E+02
-6.80000000E+01 -9.58254703E+00 6.80000000E+01
-1.50000000E+02 -1.41013512E+02 1.50000000E+02
-1.90000000E+02 -1.02395961E+02 1.90000000E+02
-2.20000000E+02 -2.11788323E+02 2.20000000E+02
-2.50000000E+02 -1.37838825E+02 2.50000000E+02
-2.60000000E+02 -2.07166559E+02 2.60000000E+02
-6.80000000E+01 4.55276212E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 9 
*************
          lb           xc           ub
-1.50000000E+02 -1.91489966E-01 1.50000000E+02
-1.90000000E+02 -4.92706002E-01 1.90000000E+02
-2.20000000E+02 -1.18643167E+00 2.20000000E+02
-2.50000000E+02 1.50771594E+01 2.50000000E+02
-2.60000000E+02 6.99778446E+00 2.60000000E+02
-6.80000000E+01 -1.46749568E+00 6.80000000E+01
-1.50000000E+02 -1.30239891E+02 1.50000000E+02
-1.90000000E+02 -8.71470723E+01 1.90000000E+02
-2.20000000E+02 -1.92054927E+02 2.20000000E+02
-2.50000000E+02 -1.26987435E+02 2.50000000E+02
-2.60000000E+02 -1.99012948E+02 2.60000000E+02
-6.80000000E+01 3.23973425E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 10 
*************
          lb           xc           ub
-1.50000000E+02 4.60852422E-01 1.50000000E+02
-1.90000000E+02 -1.52056669E+00 1.90000000E+02
-2.20000000E+02 -7.23961979E+00 2.20000000E+02
-2.50000000E+02 3.07060330E+01 2.50000000E+02
-2.60000000E+02 6.67574577E+00 2.60000000E+02
-6.80000000E+01 -1.11904459E+01 6.80000000E+01
-1.50000000E+02 -1.25674310E+02 1.50000000E+02
-1.90000000E+02 -1.01845392E+02 1.90000000E+02
-2.20000000E+02 -2.18223211E+02 2.20000000E+02
-2.50000000E+02 -1.46019105E+02 2.50000000E+02
-2.60000000E+02 -2.29076507E+02 2.60000000E+02
-6.80000000E+01 3.70329730E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 11 
*************
          lb           xc           ub
-1.50000000E+02 4.92708890E-01 1.50000000E+02
-1.90000000E+02 -1.54289596E+00 1.90000000E+02
-2.20000000E+02 -9.68379281E+00 2.20000000E+02
-2.50000000E+02 3.19218235E+01 2.50000000E+02
-2.60000000E+02 7.37349556E+00 2.60000000E+02
-6.80000000E+01 -1.06648263E+01 6.80000000E+01
-1.50000000E+02 -1.22668379E+02 1.50000000E+02
-1.90000000E+02 -1.02329236E+02 1.90000000E+02
-2.20000000E+02 -2.18008447E+02 2.20000000E+02
-2.50000000E+02 -1.46772877E+02 2.50000000E+02
-2.60000000E+02 -2.34090885E+02 2.60000000E+02
-6.80000000E+01 3.31383118E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 12 
*************
          lb           xc           ub
-1.50000000E+02 5.54178062E-01 1.50000000E+02
-1.90000000E+02 -1.62576334E+00 1.90000000E+02
-2.20000000E+02 -1.21948671E+01 2.20000000E+02
-2.50000000E+02 3.37188603E+01 2.50000000E+02
-2.60000000E+02 7.02206423E+00 2.60000000E+02
-6.80000000E+01 -1.03118504E+01 6.80000000E+01
-1.50000000E+02 -1.20930129E+02 1.50000000E+02
-1.90000000E+02 -1.05411759E+02 1.90000000E+02
-2.20000000E+02 -2.18423153E+02 2.20000000E+02
-2.50000000E+02 -1.48317642E+02 2.50000000E+02
-2.60000000E+02 -2.38164679E+02 2.60000000E+02
-6.80000000E+01 3.03743841E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 13 
*************
          lb           xc           ub
-1.50000000E+02 6.84413655E-01 1.50000000E+02
-1.90000000E+02 -1.80847393E+00 1.90000000E+02
-2.20000000E+02 -1.45812220E+01 2.20000000E+02
-2.50000000E+02 3.64078900E+01 2.50000000E+02
-2.60000000E+02 4.90251608E+00 2.60000000E+02
-6.80000000E+01 -1.04108860E+01 6.80000000E+01
-1.50000000E+02 -1.20853100E+02 1.50000000E+02
-1.90000000E+02 -1.09795801E+02 1.90000000E+02
-2.20000000E+02 -2.18366617E+02 2.20000000E+02
-2.50000000E+02 -1.50956413E+02 2.50000000E+02
-2.60000000E+02 -2.40033136E+02 2.60000000E+02
-6.80000000E+01 2.93260482E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 14 
*************
          lb           xc           ub
-1.50000000E+02 8.80301127E-01 1.50000000E+02
-1.90000000E+02 -2.05019308E+00 1.90000000E+02
-2.20000000E+02 -1.63732971E+01 2.20000000E+02
-2.50000000E+02 3.96312838E+01 2.50000000E+02
-2.60000000E+02 3.29923551E-01 2.60000000E+02
-6.80000000E+01 -1.07510675E+01 6.80000000E+01
-1.50000000E+02 -1.21617266E+02 1.50000000E+02
-1.90000000E+02 -1.14296293E+02 1.90000000E+02
-2.20000000E+02 -2.15822360E+02 2.20000000E+02
-2.50000000E+02 -1.54040899E+02 2.50000000E+02
-2.60000000E+02 -2.37350621E+02 2.60000000E+02
-6.80000000E+01 3.04675116E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 15 
*************
          lb           xc           ub
-1.50000000E+02 1.31017256E+00 1.50000000E+02
-1.90000000E+02 -2.75928429E+00 1.90000000E+02
-2.20000000E+02 -1.91250734E+01 2.20000000E+02
-2.50000000E+02 4.67391675E+01 2.50000000E+02
-2.60000000E+02 -7.05682500E+00 2.60000000E+02
-6.80000000E+01 -1.34953867E+01 6.80000000E+01
-1.50000000E+02 -1.25537860E+02 1.50000000E+02
-1.90000000E+02 -1.20938059E+02 1.90000000E+02
-2.20000000E+02 -2.17549992E+02 2.20000000E+02
-2.50000000E+02 -1.62574656E+02 2.50000000E+02
-2.60000000E+02 -2.37732015E+02 2.60000000E+02
-6.80000000E+01 3.46482594E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 16 
*************
          lb           xc           ub
-1.50000000E+02 1.76585912E+00 1.50000000E+02
-1.90000000E+02 -3.55028751E+00 1.90000000E+02
-2.20000000E+02 -2.12125934E+01 2.20000000E+02
-2.50000000E+02 5.38363764E+01 2.50000000E+02
-2.60000000E+02 -1.59369218E+01 2.60000000E+02
-6.80000000E+01 -1.60654231E+01 6.80000000E+01
-1.50000000E+02 -1.31824682E+02 1.50000000E+02
-1.90000000E+02 -1.21651500E+02 1.90000000E+02
-2.20000000E+02 -2.13506564E+02 2.20000000E+02
-2.50000000E+02 -1.71871220E+02 2.50000000E+02
-2.60000000E+02 -2.33196095E+02 2.60000000E+02
-6.80000000E+01 3.94999583E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 17 
*************
          lb           xc           ub
-1.50000000E+02 2.49004767E+00 1.50000000E+02
-1.90000000E+02 -5.38271052E+00 1.90000000E+02
-2.20000000E+02 -2.64486888E+01 2.20000000E+02
-2.50000000E+02 6.59588533E+01 2.50000000E+02
-2.60000000E+02 -2.90326999E+01 2.60000000E+02
-6.80000000E+01 -2.15212488E+01 6.80000000E+01
-1.50000000E+02 -1.41593712E+02 1.50000000E+02
-1.90000000E+02 -1.23023056E+02 1.90000000E+02
-2.20000000E+02 -2.15974535E+02 2.20000000E+02
-2.50000000E+02 -1.87855734E+02 2.50000000E+02
-2.60000000E+02 -2.35467037E+02 2.60000000E+02
-6.80000000E+01 4.57726363E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 18 
*************
          lb           xc           ub
-1.50000000E+02 3.01351653E+00 1.50000000E+02
-1.90000000E+02 -7.90042836E+00 1.90000000E+02
-2.20000000E+02 -3.20222465E+01 2.20000000E+02
-2.50000000E+02 7.49333843E+01 2.50000000E+02
-2.60000000E+02 -4.06979305E+01 2.60000000E+02
-6.80000000E+01 -2.51858794E+01 6.80000000E+01
-1.50000000E+02 -1.49317669E+02 1.50000000E+02
-1.90000000E+02 -1.14085812E+02 1.90000000E+02
-2.20000000E+02 -2.13351730E+02 2.20000000E+02
-2.50000000E+02 -2.00937491E+02 2.50000000E+02
-2.60000000E+02 -2.37550640E+02 2.60000000E+02
-6.80000000E+01 4.60664996E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 19 
*************
          lb           xc           ub
-1.50000000E+02 2.90792366E+00 1.50000000E+02
-1.90000000E+02 -1.15630532E+01 1.90000000E+02
-2.20000000E+02 -2.96324468E+01 2.20000000E+02
-2.50000000E+02 7.10526602E+01 2.50000000E+02
-2.60000000E+02 -3.40538828E+01 2.60000000E+02
-6.80000000E+01 -2.47586329E+01 6.80000000E+01
-1.50000000E+02 -1.47121151E+02 1.50000000E+02
-1.90000000E+02 -9.94709940E+01 1.90000000E+02
-2.20000000E+02 -2.17723087E+02 2.20000000E+02
-2.50000000E+02 -2.02628670E+02 2.50000000E+02
-2.60000000E+02 -2.58859969E+02 2.60000000E+02
-6.80000000E+01 2.72956632E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 20 
*************
          lb           xc           ub
-1.50000000E+02 -1.00013673E+00 1.50000000E+02
-1.90000000E+02 1.59144744E+01 1.90000000E+02
-2.20000000E+02 1.89258833E+02 2.20000000E+02
-2.50000000E+02 -3.79324429E+01 2.50000000E+02
-2.60000000E+02 2.33665151E+02 2.60000000E+02
-6.80000000E+01 1.26487346E+01 6.80000000E+01
-1.50000000E+02 -1.48258547E+02 1.50000000E+02
-1.90000000E+02 4.75848996E+01 1.90000000E+02
-2.20000000E+02 -2.48968081E+01 2.20000000E+02
-2.50000000E+02 -2.49158369E+02 2.50000000E+02
-2.60000000E+02 -2.50163909E+02 2.60000000E+02
-6.80000000E+01 -2.93782136E+01 6.80000000E+01
*************
Phase: 2 	Variable: U 	Node: 21 
*************
          lb           xc           ub
-1.50000000E+02 -2.22877067E+00 1.50000000E+02
-1.90000000E+02 1.14321862E+01 1.90000000E+02
-2.20000000E+02 1.52168078E+02 2.20000000E+02
-2.50000000E+02 -5.32755192E+01 2.50000000E+02
-2.60000000E+02 2.19913100E+02 2.60000000E+02
-6.80000000E+01 1.44846795E+01 6.80000000E+01
-1.50000000E+02 -1.05902418E+02 1.50000000E+02
-1.90000000E+02 4.71962090E+01 1.90000000E+02
-2.20000000E+02 -3.78462344E+01 2.20000000E+02
-2.50000000E+02 -1.73678374E+02 2.50000000E+02
-2.60000000E+02 -2.30987064E+02 2.60000000E+02
