*************
Phase: 1 	Variable: T 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 3.16182964E-03 1.00000000E+00
*************
Phase: 1 	Variable: Qe 	Node: 1 
*************
          lb           xc           ub
-1.30000000E+00 6.62012428E-02 1.00000000E+00
-5.23599000E-01 -3.05669079E-02 5.23599000E-01
-1.72072000E+00 2.43124593E-01 5.24821000E-01
-1.22173000E+00 5.07390387E-02 1.74533000E-01
0.00000000E+00 3.69970515E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 10 
*************
          lb           xc           ub
-6.00000000E-01 -1.49423890E-01 3.00000000E-01
-2.00000000E-01 1.25289797E-01 2.00000000E-01
7.00000000E-01 8.98006482E-01 9.00000000E-01
-5.00000000E-02 5.84043134E-03 5.00000000E-02
-5.00000000E-01 -3.87265102E-01 5.00000000E-01
-5.00000000E-02 -4.71413151E-03 5.00000000E-02
-6.98132000E-01 1.70323317E-04 6.98132000E-01
-2.62000000E-01 2.23243870E-04 5.24000000E-01
-6.63225000E-01 -6.85878768E-05 6.63225000E-01
-8.00000000E-01 1.61959446E-01 8.00000000E-01
-1.30000000E+00 -3.62997218E-02 1.00000000E+00
-5.23599000E-01 -1.35337120E-02 5.23599000E-01
-1.72072000E+00 1.50071222E-01 5.24821000E-01
-1.74533000E-01 -6.44497770E-02 1.22173000E+00
0.00000000E+00 1.00529046E+00 2.38569000E+00
-8.00000000E-01 5.73556166E-02 8.00000000E-01
-1.30000000E+00 6.65422044E-02 1.00000000E+00
-5.23599000E-01 -2.42815919E-02 5.23599000E-01
-1.72072000E+00 2.53580138E-01 5.24821000E-01
-1.22173000E+00 5.23391787E-02 1.74533000E-01
0.00000000E+00 3.62999122E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 11 
*************
          lb           xc           ub
-6.00000000E-01 -1.42238951E-01 3.00000000E-01
-2.00000000E-01 1.24280969E-01 2.00000000E-01
7.00000000E-01 8.97837394E-01 9.00000000E-01
-5.00000000E-02 1.55120996E-03 5.00000000E-02
-5.00000000E-01 -3.93049215E-01 5.00000000E-01
-5.00000000E-02 -7.31336250E-03 5.00000000E-02
-6.98132000E-01 1.55568072E-04 6.98132000E-01
-2.62000000E-01 2.23315300E-04 5.24000000E-01
-6.63225000E-01 -6.79693985E-05 6.63225000E-01
-8.00000000E-01 1.75034671E-01 8.00000000E-01
-1.30000000E+00 -6.78140761E-02 1.00000000E+00
-5.23599000E-01 -1.00248080E-02 5.23599000E-01
-1.72072000E+00 1.06616277E-01 5.24821000E-01
-1.74533000E-01 -5.63691827E-02 1.22173000E+00
0.00000000E+00 1.03697153E+00 2.38569000E+00
-8.00000000E-01 5.68787595E-02 8.00000000E-01
-1.30000000E+00 6.76541116E-02 1.00000000E+00
-5.23599000E-01 -1.82731413E-02 5.23599000E-01
-1.72072000E+00 2.63992385E-01 5.24821000E-01
-1.22173000E+00 5.40677787E-02 1.74533000E-01
0.00000000E+00 3.53894724E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 12 
*************
          lb           xc           ub
-6.00000000E-01 -1.34996666E-01 3.00000000E-01
-2.00000000E-01 1.23270782E-01 2.00000000E-01
7.00000000E-01 8.97760224E-01 9.00000000E-01
-5.00000000E-02 -2.49781279E-03 5.00000000E-02
-5.00000000E-01 -3.98874718E-01 5.00000000E-01
-5.00000000E-02 -9.93835695E-03 5.00000000E-02
-6.98132000E-01 1.38936777E-04 6.98132000E-01
-2.62000000E-01 2.32969251E-04 5.24000000E-01
-6.63225000E-01 -7.07750371E-05 6.63225000E-01
-8.00000000E-01 1.80776574E-01 8.00000000E-01
-1.30000000E+00 -9.10963902E-02 1.00000000E+00
-5.23599000E-01 -5.32495983E-03 5.23599000E-01
-1.72072000E+00 6.90396591E-02 5.24821000E-01
-1.74533000E-01 -4.80701511E-02 1.22173000E+00
0.00000000E+00 1.05173978E+00 2.38569000E+00
-8.00000000E-01 5.60057909E-02 8.00000000E-01
-1.30000000E+00 7.66601473E-02 1.00000000E+00
-5.23599000E-01 -1.29794991E-02 5.23599000E-01
-1.72072000E+00 2.74994168E-01 5.24821000E-01
-1.22173000E+00 5.56554832E-02 1.74533000E-01
0.00000000E+00 3.42685461E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 13 
*************
          lb           xc           ub
-6.00000000E-01 -1.27712108E-01 3.00000000E-01
-2.00000000E-01 1.22261794E-01 2.00000000E-01
7.00000000E-01 8.97847079E-01 9.00000000E-01
-5.00000000E-02 -6.34331792E-03 5.00000000E-02
-5.00000000E-01 -4.04447229E-01 5.00000000E-01
-5.00000000E-02 -1.26551043E-02 5.00000000E-02
-6.98132000E-01 1.25926645E-04 6.98132000E-01
-2.62000000E-01 2.25880595E-04 5.24000000E-01
-6.63225000E-01 -6.95236482E-05 6.63225000E-01
-8.00000000E-01 1.80082185E-01 8.00000000E-01
-1.30000000E+00 -1.04343050E-01 1.00000000E+00
-5.23599000E-01 6.00794912E-04 5.23599000E-01
-1.72072000E+00 3.78437973E-02 5.24821000E-01
-1.74533000E-01 -3.91393838E-02 1.22173000E+00
0.00000000E+00 1.04870775E+00 2.38569000E+00
-8.00000000E-01 5.51032453E-02 8.00000000E-01
-1.30000000E+00 8.66084708E-02 1.00000000E+00
-5.23599000E-01 -7.98425741E-03 5.23599000E-01
-1.72072000E+00 2.86948126E-01 5.24821000E-01
-1.22173000E+00 5.73623227E-02 1.74533000E-01
0.00000000E+00 3.29441609E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 14 
*************
          lb           xc           ub
-6.00000000E-01 -1.20385473E-01 3.00000000E-01
-2.00000000E-01 1.21252055E-01 2.00000000E-01
7.00000000E-01 8.98002348E-01 9.00000000E-01
-5.00000000E-02 -9.89853942E-03 5.00000000E-02
-5.00000000E-01 -4.12086669E-01 5.00000000E-01
-5.00000000E-02 -1.54804133E-02 5.00000000E-02
-6.98132000E-01 1.10676814E-04 6.98132000E-01
-2.62000000E-01 2.24162294E-04 5.24000000E-01
-6.63225000E-01 -6.97052795E-05 6.63225000E-01
-8.00000000E-01 1.73554076E-01 8.00000000E-01
-1.30000000E+00 -1.06382199E-01 1.00000000E+00
-5.23599000E-01 7.78686496E-03 5.23599000E-01
-1.72072000E+00 1.34974021E-02 5.24821000E-01
-1.74533000E-01 -2.92914522E-02 1.22173000E+00
0.00000000E+00 1.02701507E+00 2.38569000E+00
-8.00000000E-01 5.41295369E-02 8.00000000E-01
-1.30000000E+00 1.04862010E-01 1.00000000E+00
-5.23599000E-01 -3.35977298E-03 5.23599000E-01
-1.72072000E+00 3.01460443E-01 5.24821000E-01
-1.22173000E+00 5.89584117E-02 1.74533000E-01
0.00000000E+00 3.14183709E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 15 
*************
          lb           xc           ub
-6.00000000E-01 -1.13036392E-01 3.00000000E-01
-2.00000000E-01 1.20242047E-01 2.00000000E-01
7.00000000E-01 8.98303704E-01 9.00000000E-01
-5.00000000E-02 -1.31600453E-02 5.00000000E-02
-5.00000000E-01 -4.19134439E-01 5.00000000E-01
-5.00000000E-02 -1.84195352E-02 5.00000000E-02
-6.98132000E-01 9.91395349E-05 6.98132000E-01
-2.62000000E-01 2.16186196E-04 5.24000000E-01
-6.63225000E-01 -6.85817665E-05 6.63225000E-01
-8.00000000E-01 1.61456506E-01 8.00000000E-01
-1.30000000E+00 -9.73225253E-02 1.00000000E+00
-5.23599000E-01 1.62628060E-02 5.23599000E-01
-1.72072000E+00 -3.67719543E-03 5.24821000E-01
-1.74533000E-01 -1.84627733E-02 1.22173000E+00
0.00000000E+00 9.85995400E-01 2.38569000E+00
-8.00000000E-01 5.31521571E-02 8.00000000E-01
-1.30000000E+00 1.24115840E-01 1.00000000E+00
-5.23599000E-01 9.65686030E-04 5.23599000E-01
-1.72072000E+00 3.17136298E-01 5.24821000E-01
-1.22173000E+00 6.06918613E-02 1.74533000E-01
0.00000000E+00 2.96971001E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 16 
*************
          lb           xc           ub
-6.00000000E-01 -1.05655587E-01 3.00000000E-01
-2.00000000E-01 1.19226907E-01 2.00000000E-01
7.00000000E-01 8.98664524E-01 9.00000000E-01
-5.00000000E-02 -1.61446245E-02 5.00000000E-02
-5.00000000E-01 -4.25854283E-01 5.00000000E-01
-5.00000000E-02 -2.13885842E-02 5.00000000E-02
-6.98132000E-01 8.49325489E-05 6.98132000E-01
-2.62000000E-01 2.08286003E-04 5.24000000E-01
-6.63225000E-01 -6.81423400E-05 6.63225000E-01
-8.00000000E-01 1.43774404E-01 8.00000000E-01
-1.30000000E+00 -7.83394982E-02 1.00000000E+00
-5.23599000E-01 2.60782085E-02 5.23599000E-01
-1.72072000E+00 -1.33636391E-02 5.24821000E-01
-1.74533000E-01 -6.82474217E-03 1.22173000E+00
0.00000000E+00 9.25051159E-01 2.38569000E+00
-8.00000000E-01 5.21646625E-02 8.00000000E-01
-1.30000000E+00 1.35946450E-01 1.00000000E+00
-5.23599000E-01 5.00658288E-03 5.23599000E-01
-1.72072000E+00 3.34774281E-01 5.24821000E-01
-1.22173000E+00 6.23947152E-02 1.74533000E-01
0.00000000E+00 2.77085446E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 17 
*************
          lb           xc           ub
-6.00000000E-01 -9.82736499E-02 3.00000000E-01
-2.00000000E-01 1.18199843E-01 2.00000000E-01
7.00000000E-01 8.99139989E-01 9.00000000E-01
-5.00000000E-02 -1.88752982E-02 5.00000000E-02
-5.00000000E-01 -4.31369887E-01 5.00000000E-01
-5.00000000E-02 -2.42021643E-02 5.00000000E-02
-6.98132000E-01 7.70169204E-05 6.98132000E-01
-2.62000000E-01 2.01767130E-04 5.24000000E-01
-6.63225000E-01 -6.61673378E-05 6.63225000E-01
-8.00000000E-01 1.19979126E-01 8.00000000E-01
-1.30000000E+00 -5.50080973E-02 1.00000000E+00
-5.23599000E-01 3.73177743E-02 5.23599000E-01
-1.72072000E+00 -1.53565057E-02 5.24821000E-01
-1.74533000E-01 4.65523007E-03 1.22173000E+00
0.00000000E+00 8.43623478E-01 2.38569000E+00
-8.00000000E-01 5.11725360E-02 8.00000000E-01
-1.30000000E+00 1.49590253E-01 1.00000000E+00
-5.23599000E-01 8.84970654E-03 5.23599000E-01
-1.72072000E+00 3.54816364E-01 5.24821000E-01
-1.22173000E+00 6.39347839E-02 1.74533000E-01
0.00000000E+00 2.53630386E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 18 
*************
          lb           xc           ub
-6.00000000E-01 -9.08814978E-02 3.00000000E-01
-2.00000000E-01 1.17141580E-01 2.00000000E-01
7.00000000E-01 8.99630211E-01 9.00000000E-01
-5.00000000E-02 -2.14454078E-02 5.00000000E-02
-5.00000000E-01 -4.35688573E-01 5.00000000E-01
-5.00000000E-02 -2.64763663E-02 5.00000000E-02
-6.98132000E-01 8.09635910E-05 6.98132000E-01
-2.62000000E-01 2.12805414E-04 5.24000000E-01
-6.63225000E-01 -6.29981494E-05 6.63225000E-01
-8.00000000E-01 8.92179081E-02 8.00000000E-01
-1.30000000E+00 -3.63407138E-02 1.00000000E+00
-5.23599000E-01 5.01045116E-02 5.23599000E-01
-1.72072000E+00 -9.33707960E-03 5.24821000E-01
-1.74533000E-01 1.44103012E-02 1.22173000E+00
0.00000000E+00 7.40746234E-01 2.38569000E+00
-8.00000000E-01 5.01380763E-02 8.00000000E-01
-1.30000000E+00 1.71778317E-01 1.00000000E+00
-5.23599000E-01 1.25942739E-02 5.23599000E-01
-1.72072000E+00 3.77925530E-01 5.24821000E-01
-1.22173000E+00 6.49813412E-02 1.74533000E-01
0.00000000E+00 2.23899712E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 19 
*************
          lb           xc           ub
-6.00000000E-01 -8.35701197E-02 3.00000000E-01
-2.00000000E-01 1.16040819E-01 2.00000000E-01
7.00000000E-01 8.99602528E-01 9.00000000E-01
-5.00000000E-02 -2.44927407E-02 5.00000000E-02
-5.00000000E-01 -4.34549788E-01 5.00000000E-01
-5.00000000E-02 -2.71307153E-02 5.00000000E-02
-6.98132000E-01 4.98156355E-05 6.98132000E-01
-2.62000000E-01 1.75210964E-04 5.24000000E-01
-6.63225000E-01 -6.22333400E-05 6.63225000E-01
-8.00000000E-01 5.00184554E-02 8.00000000E-01
-1.30000000E+00 -4.70043653E-02 1.00000000E+00
-5.23599000E-01 6.45657158E-02 5.23599000E-01
-1.72072000E+00 4.69046745E-03 5.24821000E-01
-1.74533000E-01 1.91178812E-02 1.22173000E+00
0.00000000E+00 6.17271535E-01 2.38569000E+00
-8.00000000E-01 4.90209748E-02 8.00000000E-01
-1.30000000E+00 1.98821075E-01 1.00000000E+00
-5.23599000E-01 1.63429053E-02 5.23599000E-01
-1.72072000E+00 4.06696649E-01 5.24821000E-01
-1.22173000E+00 6.45165500E-02 1.74533000E-01
0.00000000E+00 1.84032672E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 20 
*************
          lb           xc           ub
-6.00000000E-01 -7.64428043E-02 3.00000000E-01
-2.00000000E-01 1.15272580E-01 2.00000000E-01
7.00000000E-01 8.98676181E-01 9.00000000E-01
-5.00000000E-02 -2.67428137E-02 5.00000000E-02
-5.00000000E-01 -4.23743195E-01 5.00000000E-01
-5.00000000E-02 -2.55352994E-02 5.00000000E-02
-6.98132000E-01 4.80617121E-05 6.98132000E-01
-2.62000000E-01 1.23249561E-04 5.24000000E-01
-6.63225000E-01 -5.63903838E-05 6.63225000E-01
-8.00000000E-01 2.08103210E-03 8.00000000E-01
-1.30000000E+00 -9.95775613E-02 1.00000000E+00
-5.23599000E-01 7.76991936E-02 5.23599000E-01
-1.72072000E+00 2.01017471E-02 5.24821000E-01
-1.74533000E-01 1.37903052E-02 1.22173000E+00
0.00000000E+00 4.98282281E-01 2.38569000E+00
-8.00000000E-01 4.83525470E-02 8.00000000E-01
-1.30000000E+00 2.52176490E-01 1.00000000E+00
-5.23599000E-01 1.91376653E-02 5.23599000E-01
-1.72072000E+00 4.36778620E-01 5.24821000E-01
-1.22173000E+00 6.25393870E-02 1.74533000E-01
0.00000000E+00 1.56390056E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 21 
*************
          lb           xc           ub
-6.00000000E-01 -6.97156260E-02 3.00000000E-01
-2.00000000E-01 1.15599773E-01 2.00000000E-01
7.00000000E-01 8.98056420E-01 9.00000000E-01
-5.00000000E-02 -2.60983593E-02 5.00000000E-02
-5.00000000E-01 -4.34484927E-01 5.00000000E-01
-5.00000000E-02 -2.30247705E-02 5.00000000E-02
-6.98132000E-01 3.08973295E-05 6.98132000E-01
-2.62000000E-01 1.26027445E-04 5.24000000E-01
-6.63225000E-01 -4.60819296E-05 6.63225000E-01
-8.00000000E-01 -5.48777638E-02 8.00000000E-01
-1.30000000E+00 -1.73488434E-01 1.00000000E+00
-5.23599000E-01 8.33846054E-02 5.23599000E-01
-1.72072000E+00 2.44298674E-02 5.24821000E-01
-1.74533000E-01 -7.37620898E-03 1.22173000E+00
0.00000000E+00 4.32003050E-01 2.38569000E+00
-8.00000000E-01 4.91162446E-02 8.00000000E-01
-1.30000000E+00 2.83701153E-01 1.00000000E+00
-5.23599000E-01 1.80856990E-02 5.23599000E-01
-1.72072000E+00 4.31090659E-01 5.24821000E-01
-1.22173000E+00 6.09582154E-02 1.74533000E-01
0.00000000E+00 1.75982997E-01 2.38569000E+00
*************
Phase: 2 	Variable: dQe 	Node: 1 
*************
          lb           xc           ub
2.00000000E-01 2.05689300E-01 1.00000000E+00
-1.00000000E-01 -8.39917250E-02 1.00000000E-01
-5.00000000E-01 -6.33959099E-02 5.00000000E-01
-5.00000000E-01 -1.76634153E-01 5.00000000E-01
-5.00000000E-01 1.05071619E-01 5.00000000E-01
-5.00000000E-01 -4.66936792E-01 5.00000000E-01
-1.20000000E+01 9.46808090E-06 1.20000000E+01
-1.20000000E+01 5.21100049E-05 1.20000000E+01
-1.20000000E+01 -1.53987878E-05 1.20000000E+01
-1.20000000E+01 -3.21085254E-01 1.20000000E+01
-1.20000000E+01 1.73733709E+00 1.20000000E+01
-1.20000000E+01 5.64102724E-02 1.20000000E+01
-1.20000000E+01 -1.34277101E+00 1.20000000E+01
-1.20000000E+01 6.02724156E-02 1.20000000E+01
-1.20000000E+01 1.93794248E+00 1.20000000E+01
-1.20000000E+01 -9.92326646E-02 1.20000000E+01
-1.20000000E+01 -7.67369581E-01 1.20000000E+01
-1.20000000E+01 2.49048156E-01 1.20000000E+01
-1.20000000E+01 -5.30980684E-01 1.20000000E+01
-1.20000000E+01 3.47405905E-01 1.20000000E+01
-1.20000000E+01 1.18642888E+00 1.20000000E+01
*************
Phase: 2 	Variable: dQe 	Node: 2 
*************
          lb           xc           ub
2.00000000E-01 2.29085471E-01 1.00000000E+00
-1.00000000E-01 -9.00262231E-02 1.00000000E-01
-5.00000000E-01 -2.38263038E-02 5.00000000E-01
-5.00000000E-01 -2.35982169E-01 5.00000000E-01
-5.00000000E-01 -4.53683777E-02 5.00000000E-01
-5.00000000E-01 -4.14599673E-01 5.00000000E-01
-1.20000000E+01 1.40490470E-05 1.20000000E+01
-1.20000000E+01 8.50744417E-05 1.20000000E+01
-1.20000000E+01 -2.40647868E-05 1.20000000E+01
-1.20000000E+01 9.05181782E-01 1.20000000E+01
-1.20000000E+01 -1.09678630E+00 1.20000000E+01
-1.20000000E+01 7.65746559E-02 1.20000000E+01
-1.20000000E+01 -1.78631290E+00 1.20000000E+01
-1.20000000E+01 1.46681371E-01 1.20000000E+01
-1.20000000E+01 1.87390581E+00 1.20000000E+01
-1.20000000E+01 -1.09433867E-01 1.20000000E+01
-1.20000000E+01 -3.76033355E-01 1.20000000E+01
-1.20000000E+01 3.18548072E-01 1.20000000E+01
-1.20000000E+01 1.37296204E-01 1.20000000E+01
-1.20000000E+01 2.80894143E-01 1.20000000E+01
-1.20000000E+01 2.77600168E-01 1.20000000E+01
*************
Phase: 2 	Variable: dQe 	Node: 3 
*************
          lb           xc           ub
2.00000000E-01 2.46732102E-01 1.00000000E+00
-1.00000000E-01 -9.43741887E-02 1.00000000E-01
-5.00000000E-01 1.98209896E-02 5.00000000E-01
-5.00000000E-01 -3.06682015E-01 5.00000000E-01
-5.00000000E-01 -1.73857135E-01 5.00000000E-01
-5.00000000E-01 -3.11116717E-01 5.00000000E-01
-1.20000000E+01 1.66410544E-05 1.20000000E+01
-1.20000000E+01 1.17120733E-04 1.20000000E+01
-1.20000000E+01 -3.25540565E-05 1.20000000E+01
-1.20000000E+01 2.04337657E+00 1.20000000E+01
-1.20000000E+01 -4.44701909E+00 1.20000000E+01
-1.20000000E+01 9.77577474E-02 1.20000000E+01
-1.20000000E+01 -2.35504139E+00 1.20000000E+01
-1.20000000E+01 1.52582005E-01 1.20000000E+01
-1.20000000E+01 2.20146551E+00 1.20000000E+01
-1.20000000E+01 -1.17828200E-01 1.20000000E+01
-1.20000000E+01 5.04029840E-02 1.20000000E+01
-1.20000000E+01 3.95378186E-01 1.20000000E+01
-1.20000000E+01 8.14369948E-01 1.20000000E+01
-1.20000000E+01 1.56119810E-01 1.20000000E+01
-1.20000000E+01 -6.97857570E-01 1.20000000E+01
*************
Phase: 2 	Variable: dQe 	Node: 4 
*************
          lb           xc           ub
2.00000000E-01 2.61389682E-01 1.00000000E+00
-1.00000000E-01 -9.71876199E-02 1.00000000E-01
-5.00000000E-01 4.15049504E-02 5.00000000E-01
-5.00000000E-01 -3.64666004E-01 5.00000000E-01
-5.00000000E-01 -2.58976071E-01 5.00000000E-01
-5.00000000E-01 -2.24067558E-01 5.00000000E-01
-1.20000000E+01 2.03050859E-05 1.20000000E+01
-1.20000000E+01 1.49915282E-04 1.20000000E+01
-1.20000000E+01 -4.11587015E-05 1.20000000E+01
-1.20000000E+01 2.28253381E+00 1.20000000E+01
-1.20000000E+01 -6.90386837E+00 1.20000000E+01
-1.20000000E+01 1.05726591E-01 1.20000000E+01
-1.20000000E+01 -2.93686831E+00 1.20000000E+01
-1.20000000E+01 1.42606981E-01 1.20000000E+01
-1.20000000E+01 2.80388188E+00 1.20000000E+01
-1.20000000E+01 -1.22784815E-01 1.20000000E+01
-1.20000000E+01 3.29750756E-01 1.20000000E+01
-1.20000000E+01 4.55886620E-01 1.20000000E+01
-1.20000000E+01 1.28512593E+00 1.20000000E+01
-1.20000000E+01 4.96146367E-02 1.20000000E+01
-1.20000000E+01 -1.34942472E+00 1.20000000E+01
*************
Phase: 2 	Variable: dQe 	Node: 5 
*************
          lb           xc           ub
2.00000000E-01 2.72809500E-01 1.00000000E+00
-1.00000000E-01 -9.76617616E-02 1.00000000E-01
-5.00000000E-01 3.76037595E-02 5.00000000E-01
-5.00000000E-01 -4.02376204E-01 5.00000000E-01
-5.00000000E-01 -3.12021821E-01 5.00000000E-01
-5.00000000E-01 -1.68790188E-01 5.00000000E-01
-1.20000000E+01 2.28866351E-05 1.20000000E+01
-1.20000000E+01 1.81298281E-04 1.20000000E+01
-1.20000000E+01 -4.94449367E-05 1.20000000E+01
-1.20000000E+01 2.27914067E+00 1.20000000E+01
-1.20000000E+01 -7.99304956E+00 1.20000000E+01
-1.20000000E+01 9.44605441E-02 1.20000000E+01
-1.20000000E+01 -3.52491497E+00 1.20000000E+01
-1.20000000E+01 1.37954322E-01 1.20000000E+01
-1.20000000E+01 3.71291821E+00 1.20000000E+01
-1.20000000E+01 -1.22997285E-01 1.20000000E+01
-1.20000000E+01 3.98103554E-01 1.20000000E+01
-1.20000000E+01 4.91816152E-01 1.20000000E+01
-1.20000000E+01 1.47454047E+00 1.20000000E+01
-1.20000000E+01 -1.88643365E-02 1.20000000E+01
-1.20000000E+01 -1.53949974E+00 1.20000000E+01
*************
Phase: 2 	Variable: dQe 	Node: 6 
*************
          lb           xc           ub
2.00000000E-01 2.80907650E-01 1.00000000E+00
-1.00000000E-01 -9.65493508E-02 1.00000000E-01
-5.00000000E-01 2.28272223E-02 5.00000000E-01
-5.00000000E-01 -4.32459217E-01 5.00000000E-01
-5.00000000E-01 -3.45663641E-01 5.00000000E-01
-5.00000000E-01 -1.16651102E-01 5.00000000E-01
-1.20000000E+01 2.56482689E-05 1.20000000E+01
-1.20000000E+01 2.13468978E-04 1.20000000E+01
-1.20000000E+01 -5.80358776E-05 1.20000000E+01
-1.20000000E+01 2.28946146E+00 1.20000000E+01
-1.20000000E+01 -8.58483427E+00 1.20000000E+01
-1.20000000E+01 7.41699217E-02 1.20000000E+01
-1.20000000E+01 -4.12689035E+00 1.20000000E+01
-1.20000000E+01 2.91387359E-02 1.20000000E+01
-1.20000000E+01 4.83417543E+00 1.20000000E+01
-1.20000000E+01 -1.20652347E-01 1.20000000E+01
-1.20000000E+01 3.77735000E-01 1.20000000E+01
-1.20000000E+01 5.17508039E-01 1.20000000E+01
-1.20000000E+01 1.53198664E+00 1.20000000E+01
-1.20000000E+01 -8.27644431E-02 1.20000000E+01
-1.20000000E+01 -1.53171015E+00 1.20000000E+01
*************
Phase: 2 	Variable: dQe 	Node: 7 
*************
          lb           xc           ub
2.00000000E-01 2.87899245E-01 1.00000000E+00
-1.00000000E-01 -9.12166758E-02 1.00000000E-01
-5.00000000E-01 -1.69883842E-02 5.00000000E-01
-5.00000000E-01 -4.19061289E-01 5.00000000E-01
-5.00000000E-01 -3.70940976E-01 5.00000000E-01
-5.00000000E-01 -1.53667628E-01 5.00000000E-01
-1.20000000E+01 2.87795045E-05 1.20000000E+01
-1.20000000E+01 2.44260950E-04 1.20000000E+01
-1.20000000E+01 -6.60230897E-05 1.20000000E+01
-1.20000000E+01 2.78468657E+00 1.20000000E+01
-1.20000000E+01 -6.58076473E+00 1.20000000E+01
-1.20000000E+01 2.75371589E-02 1.20000000E+01
-1.20000000E+01 -4.63956740E+00 1.20000000E+01
-1.20000000E+01 2.63553607E-01 1.20000000E+01
-1.20000000E+01 5.99956558E+00 1.20000000E+01
-1.20000000E+01 -1.11177420E-01 1.20000000E+01
-1.20000000E+01 2.78524067E-02 1.20000000E+01
-1.20000000E+01 4.96889353E-01 1.20000000E+01
